,query,intent,,
4125,"yo, can u point me to the credit card apply page?",credi_card_application,,
4126,Would you please examine my application to ensure I meet the loan requirements?,loan_inquiry,,
4127,why?? my card declined? Cuz int?? fraud??,fraud_report,,
4128,DID I PAY FOR A GHOST TOUR,transaction_query,,
4129,recent buy??ell me it wasn?? dumb,transaction_query,,
4130,Please tell me about your refinancing options.,loan_inquiry,,
4131,i?? sure dis fraud,fraud_report,,
4132,What are the maximum and minimum amounts for each loan?,loan_inquiry,,
4133,Help! Scammer charged me unfairly.,fraud_report,,
4134,I never shopped at ??YZ Co.??in my life.,fraud_report,,
4135,Please provide a step-by-step guide on completing a credit card application.,credi_card_application,,
4136,check my spend NAO i?? desperate,transaction_query,,
4137,Please outline the process I need to follow to apply for a loan.,loan_inquiry,,
4138,Can you list your unsecured personal loan options?,loan_inquiry,,
4139,Was the last transaction processed without issues?,transaction_query,,
4140,"Urgent! Got scammed, return my money plz.",fraud_report,,
4141,"Loans 2day, options 2 giv?",loan_inquiry,,
4142,Can you tell me when I made my last payment and what time?,transaction_query,,
4143,why?? my check cashed for way more than I wrote??,fraud_report,,
4144,pls advise loan kinds,loan_inquiry,,
4145,Loans u give out today?,loan_inquiry,,
4146,"What?? the deal with the last payment, it go through?",transaction_query,,
4147,why can?? i reset my pass? error msgs!!,password_reset,,
4148,Can you find out when the last time I transacted was?,transaction_query,,
4149,How d I fill out dat loan application?,loan_inquiry,,
4150,Please let me know if my application of credit and income qualifies me for any available loans.,loan_inquiry,,
4151,what kinda loan products?,loan_inquiry,,
4152,payment nah. why?,transaction_query,,
4153,am i on track 2 get a loan?,loan_inquiry,,
4154,I need help disputing a check transaction I didn?? make.,fraud_report,,
4155,I would appreciate an explanation of the steps required for credit card application processing.,credi_card_application,,
4156,how to reverse overdraft?,fraud_report,,
4157,my pet?? name on a check??cam!!,fraud_report,,
4158,why purchse no work?,transaction_query,,
4159,WHAT IS LEFT IN MY SAVINGS? ANSWER ME!,balance_inquiry,,
4160,this gotta b fixd fast,fraud_report,,
4161,Was the last payment completed without any complications?,transaction_query,,
4162,what?? my recent money oopsie,transaction_query,,
4163,Who?? the recipient of my latest transaction?,transaction_query,,
4164,can u gimme a loan prog update?,loan_inquiry,,
4165,What?? the name of the place I transacted with last?,transaction_query,,
4166,bank site not sending reset email,password_reset,,
4167,"hey support, i need a pwd reset",password_reset,,
4168,I?? interested in green energy financing??o you have that?,loan_inquiry,,
4169,"yo, any movement on my application 4 a loan?",loan_inquiry,,
4170,I am following up to check on the status of my loan application.,loan_inquiry,,
4171,"hi, bank, reset my password for me",password_reset,,
4172,Could you send me the link to your loan application portal?,loan_inquiry,,
4173,Wot type loans 2day?,loan_inquiry,,
4174,why?? my payment playin hard to get?,transaction_query,,
4175,Are you able to share the current status of my loan application?,loan_inquiry,,
4176,my acc?? -$500 cuz fraud??ELP!!,fraud_report,,
4177,Was the transaction completed without complications?,transaction_query,,
4178,"yo, can ya update me on my loan app stat?",loan_inquiry,,
4179,Can you list your island or rural financing solutions?,loan_inquiry,,
4180,I?? seconds from quitting??AVINGS BALANCE NOW!,balance_inquiry,,
4181,my checkbook?? MIA??raud checks drainin my acc!!,fraud_report,,
4182,what's the line 4 applyin 4 a credit card?,credi_card_application,,
4183,"loan info, pls",loan_inquiry,,
4184,May I request comprehensive details regarding your credit card application procedure?,credi_card_application,,
4185,what?? i buy last night tho??,transaction_query,,
4186,I would appreciate guidance on whether my profile qualifies for a loan.,loan_inquiry,,
4187,"Last one, was it a green light or a red light?",transaction_query,,
4188,CashApp payment to ??nknown??€?ot me!!,fraud_report,,
4189,What steps must I take to apply for equipment refinance?,loan_inquiry,,
4190,charged twice for same thing??litch or fraud?,fraud_report,,
4191,"my acct locked, wanna reset my pass",password_reset,,
4192,"When was my last transaction, can you check?",transaction_query,,
4193,this fake as hell,fraud_report,,
4194,loan app status pls,loan_inquiry,,
4195,Could you detail the eligibility criteria and application steps for a loan?,loan_inquiry,,
4196,"got email from ??elpdesk@bank,??attachments lol",fraud_report,,
4197,May I check if I satisfy the requirements for an acquisition-financing facility?,loan_inquiry,,
4198,Last trans go okay or was it messed?,transaction_query,,
4199,Was the last payment made without any issues?,transaction_query,,
4200,Last one work out okay?,transaction_query,,
4201,"WHY?? MY CARD USED AT ""GAMBLING KING""? I?? BROKE??TOP ROBBING ME!!",fraud_report,,
4202,Would you kindly explain how to proceed with my loan application in a formal manner?,loan_inquiry,,
4203,via mobile app apply for cc?,credi_card_application,,
4204,think i meet all necessities 4 a loan?,loan_inquiry,,
4205,What loans shud I kno abt?,loan_inquiry,,
4206,email for reset never arrived??pam??,password_reset,,
4207,can u tell me status of my loan?,loan_inquiry,,
4208,I would like to review my savings account balance.,balance_inquiry,,
4209,How do I throw my hat in da loan application ring?,loan_inquiry,,
4210,I would appreciate it if you could certify my eligibility for a loan.,loan_inquiry,,
4211,I?? like to compare your various loan products.,loan_inquiry,,
4212,transacshun failed?? tho?,transaction_query,,
4213,I?? hyperventilating??AVINGS BALANCE BEFORE I FAINT!,balance_inquiry,,
4214,I?? freaking out??ELL ME MY SAVINGS BALANCE!,balance_inquiry,,
4215,acct -20 bucks,fraud_report,,
4216,"Yo, when did I make my last payment, you know the time?",transaction_query,,
4217,Who?? the business that processed my latest charge?,transaction_query,,
4218,You owe me an explanation.,fraud_report,,
4219,Is there any update on the review of my loan application?,loan_inquiry,,
4220,how long takes to apply?,loan_inquiry,,
4221,what?? my pass?? idk??eset it pls!,password_reset,,
4222,do i fit ur refi program?,loan_inquiry,,
4223,wut?? the update on my borrow app?,loan_inquiry,,
4224,no cap this not mine,fraud_report,,
4225,I can't access my account; please reset my password.,password_reset,,
4226,Please advise on applying for a capital expenditure (CapEx) loan.,loan_inquiry,,
4227,That check payee isn?? in my records.,fraud_report,,
4228,mailed a check??ot stolen and washed!!,fraud_report,,
4229,"hey, can u drop some info on my loan app stat?",loan_inquiry,,
4230,can u gimme cc app timeline?,credi_card_application,,
4231,Can you tell me when my last payment happened and at what time?,transaction_query,,
4232,Please guide me through the password reset process.,password_reset,,
4233,The latest payment??hat?? the business name?,transaction_query,,
4234,I?? following up on my loan application status.,loan_inquiry,,
4235,last spend? chokes on water,transaction_query,,
4236,I would be grateful for instructions regarding the submission of a loan application.,loan_inquiry,,
4237,what?? that $50 charge from today,transaction_query,,
4238,why?? my spend get the thumbs down?,transaction_query,,
4239,One of the checks on my statement looks fraudulent.,fraud_report,,
4240,please gimme loan update,loan_inquiry,,
4241,"hey, wher do i go 2 fill an appl for a credit card?",credi_card_application,,
4242,May I request further instructions regarding the credit card application process?,credi_card_application,,
4243,what?? the glitch with my transac?,transaction_query,,
4244,think im loan material?,loan_inquiry,,
4245,I dindt make this trasaction plz help,fraud_report,,
4246,Did the recent transaction go through smoothly?,transaction_query,,
4247,transac glitched??hy?,transaction_query,,
4248,I would appreciate an update regarding my loan application status.,loan_inquiry,,
4249,"yo bank, is my loan still pending?",loan_inquiry,,
4250,did u get my cc application?,credi_card_application,,
4251,"$1,500 TO ""DIGITAL DREAMS""? I USE A FLIP PHONE??ET MY MONEY BACK NOW!",fraud_report,,
4252,need a credit card??ls help me apply,credi_card_application,,
4253,atm thief prob,fraud_report,,
4254,why?? my scrilla not workin?,transaction_query,,
4255,what?? wrong with my latest charge?,transaction_query,,
4256,"Last transaction, okay or no?",transaction_query,,
4257,Please advise the balance of my savings account.,balance_inquiry,,
4258,What company is tied to my last purchase?,transaction_query,,
4259,recurring charge I didn?? sign up for??cam!,fraud_report,,
4260,Can you share details on the different loans you provide?,loan_inquiry,,
4261,Got duped totally??ix me $$ ASAP!,fraud_report,,
4262,Who keeps billing me without permission?,fraud_report,,
4263,I am seeking an explanation of your loan application process and requirements.,loan_inquiry,,
4264,"Wonna know how 2 start a loan app, plz help.",loan_inquiry,,
4265,I am writing to request a current update on my loan application status.,loan_inquiry,,
4266,"can?? remem my login pw, reset it?",password_reset,,
4267,purchse history??UST THE LAST ONE,transaction_query,,
4268,Can you tell me when my last payment went through?,transaction_query,,
4269,Take this off my statement immediately.,fraud_report,,
4270,I need to understand your eligibility for each loan category.,loan_inquiry,,
4271,last charge??hy?? it $420.69 tho,transaction_query,,
4272,what loan services you got?,loan_inquiry,,
4273,I am writing to inquire about the procedures for submitting a credit card application.,credi_card_application,,
4274,"Loan apply, how d I do it?",loan_inquiry,,
4275,why?? my payment get ratio???,transaction_query,,
4276,passwrod not workin??end reset link pls!,password_reset,,
4277,can i get approved 4 a loan?,loan_inquiry,,
4278,spend denied. what?? the tea?,transaction_query,,
4279,why?? my check endorsed to a stranger??,fraud_report,,
4280,Did the last trans go through smoothly?,transaction_query,,
4281,"Last payment, no probs, right?",transaction_query,,
4282,"CHARGES TO ""LUXURY WATCHES""? I USE MY PHONE??TOP THIS BULLSH*T!!",fraud_report,,
4283,The last charge on my statement??hat?? the business name?,transaction_query,,
4284,Would you please provide an outline of the procedures involved in the loan application process?,loan_inquiry,,
4285,why?? my purchse not goin thru?,transaction_query,,
4286,"hey, i wanna get a new credit card, how do i apply 2 get one?",credi_card_application,,
4287,Could you review my application to verify that I meet the loan eligibility requirements?,loan_inquiry,,
4288,"yo, whassup with my loan app stat?",loan_inquiry,,
4289,I got bills to pay and y??ll out here draining my account.,fraud_report,,
4290,got an email ??out fraud??t?? legit??,fraud_report,,
4291,I would appreciate receiving password reset instructions.,password_reset,,
4292,Can you detail the liquid assets in my savings?,balance_inquiry,,
4293,why?? the system say no to my payment?,transaction_query,,
4294,acc balance? insert panic here,balance_inquiry,,
4295,"asked me to disable firewall, felt off",fraud_report,,
4296,Could you provide a comparison of your loan products?,loan_inquiry,,
4297,could u kindly inform me of my balance,balance_inquiry,,
4298,Could you kindly provide instructions for applying for your loan products?,loan_inquiry,,
